ts,underlying,underlying_kind,underlying_px,contract,option_type,style,expiry,dte,strike,multiplier,bid,ask,last,mid,spread,spread_bps,volume,open_interest,iv,delta,gamma,theta,vega,intrinsic,extrinsic,expected_buy_fill,expected_sell_fill,mid_in_nbbo,has_bar,has_quotes,has_trades,quality,resolution,source
2025-06-30T05:05:10.781682+00:00,VIX,index,14.521372,O:VIX250925C00009500,C,european,2025-09-25,30,9.5,100,5.025331,5.065563,5.032264,5.045447,0.040232,79.74,102,344,0.203983,1.0,0.0,-0.0007789,0.0,5.021372,0.024075,5.057517,5.033377,1,1,1,1,OK,1m,flatfile
2025-06-28T18:37:10.781682+00:00,GOOGL,stock,181.274008,O:GOOGL250909P00178000,P,american,2025-09-09,14,178.0,100,5.697548,5.732348,5.718212,5.714948,0.0348,60.89,81,681,0.522221,-0.404934,0.020904147,-0.25011691,13.759207,0.0,5.714948,5.725388,5.704508,1,1,1,1,OK,1m,flatfile
2025-06-28T09:27:10.781682+00:00,GLD,etf,206.879127,O:GLD250831C00208000,C,american,2025-08-31,5,208.0,100,2.797313,2.843163,2.806298,2.820238,0.04585,162.58,13,114,0.342469,0.458382,0.0478477308,-0.33657673,9.607127,0.0,2.820238,2.833993,2.806483,1,1,1,1,OK,1m,flatfile
2025-06-29T22:37:10.781682+00:00,XSP,index,533.002563,O:XSP250826P00529000,P,european,2025-08-26,0,529.0,100,0.701336,0.895068,0.840808,0.798202,0.193732,2427.11,36,2380,0.205335,-0.237502,0.0539574524,-0.87487733,8.623441,0.0,0.798202,0.856322,0.740083,1,1,1,1,OK,1m,rest
2025-07-03T08:59:10.781682+00:00,NVDA,stock,113.989538,O:NVDA251124C00117000,C,american,2025-11-24,90,117.0,100,12.753361,12.815348,12.766742,12.784354,0.061987,48.49,38,509,0.609424,0.535703,0.0115187838,-0.08011482,22.490859,0.0,12.784354,12.80295,12.765758,1,1,1,1,OK,1m,flatfile
2025-07-03T01:20:10.781682+00:00,SPY,etf,532.997923,O:SPY250902P00530000,P,american,2025-09-02,7,530.0,100,4.865818,5.11356,4.983539,4.989689,0.247743,496.51,3446,3446,0.22253,-0.414061,0.0237223593,-0.4386031,28.760901,0.0,4.989689,5.064012,4.915366,1,1,1,1,OK,1m,flatfile
2025-07-01T15:24:10.781682+00:00,SPX,index,5377.002983,O:SPXW250902C05415000,C,european,2025-09-02,7,5415.0,100,65.902708,66.202395,66.022204,66.052552,0.299687,45.37,91,339,0.27618,0.440403,0.001918197,-5.98394945,293.745061,0.0,66.052552,66.142458,65.962646,1,1,1,1,OK,5m,flatfile
2025-07-03T06:09:10.781682+00:00,AMD,stock,196.274476,O:AMD250909C00195000,C,american,2025-09-09,14,195.0,100,11.269066,11.3108,11.280208,11.289933,0.041734,36.97,81,540,0.689626,0.549455,0.0149334787,-0.38272977,15.21729,1.274476,10.015457,11.302453,11.277413,1,1,1,1,OK,1m,rest
2025-07-01T05:27:10.781682+00:00,GOOGL,stock,178.384064,O:GOOGL250826P00178000,P,american,2025-08-26,0,178.0,100,2.107029,2.149393,2.111716,2.128211,0.042365,199.06,10,49,0.62307,-0.466164,0.0683278967,-1.14926413,3.711538,0.0,2.128211,2.14092,2.115502,1,1,1,1,OK,1m,rest
2025-07-01T09:14:10.781682+00:00,XSP,index,515.186661,O:XSP251010P00512500,P,european,2025-10-10,45,512.5,100,19.925493,20.178723,20.059085,20.052108,0.253229,126.29,191,323,0.31013,-0.445742,0.0070453192,-0.22585034,71.497827,0.0,20.052108,20.128077,19.976139,1,1,1,1,OK,1m,flatfile
2025-07-04T13:10:10.781682+00:00,SPY,etf,553.352991,O:SPY250909C00550000,C,american,2025-09-09,14,550.0,100,14.940484,15.197498,14.96759,15.068991,0.257014,170.56,16,428,0.300824,0.560466,0.0120962517,-0.48340683,42.736897,3.352991,11.716,15.146095,14.991887,1,1,1,1,OK,5m,flatfile
2025-06-30T11:21:10.781682+00:00,AMD,stock,199.74553,O:AMD250826P00200000,P,american,2025-08-26,0,200.0,100,2.06892,2.120013,2.089774,2.094467,0.051094,243.95,135,284,0.472532,-0.514273,0.0806993808,-0.97622058,4.168335,0.25447,1.839997,2.109795,2.079139,1,1,1,1,OK,1m,flatfile
2025-07-02T07:18:10.781682+00:00,UNH,stock,520.444037,O:UNH250925P00520000,P,american,2025-09-25,30,520.0,100,32.950309,33.261092,33.109473,33.1057,0.310783,93.88,72,624,0.572405,-0.459268,0.0046467247,-0.5425413,59.214319,0.0,33.1057,33.198935,33.012465,1,1,1,1,OK,1m,rest
2025-06-28T07:42:10.781682+00:00,PLTR,stock,23.525182,O:PLTR250916C00020000,C,american,2025-09-16,21,20.0,100,3.764948,3.781829,3.771338,3.773389,0.016881,44.74,17,214,0.616203,0.881777,0.0569275823,-0.01778226,1.116963,3.525182,0.248207,3.778453,3.768325,1,1,1,1,OK,1m,flatfile
2025-06-29T21:49:10.781682+00:00,GOOGL,stock,190.447636,O:GOOGL250829C00197000,C,american,2025-08-29,3,197.0,100,0.475271,0.522244,0.489356,0.498757,0.046974,941.81,31,276,0.35973,0.155449,0.0384383009,-0.24953356,4.122114,0.0,0.498757,0.512849,0.484665,1,1,1,1,OK,5m,flatfile
2025-06-28T01:02:10.781682+00:00,NVDA,stock,112.307373,O:NVDA250827P00106000,P,american,2025-08-27,1,106.0,100,0.004253,0.058586,0.027572,0.03142,0.054333,17292.86,60,234,0.576724,-0.026646,0.0181838502,-0.10425099,0.362391,0.0,0.03142,0.04772,0.01512,1,1,1,1,OK,1m,rest
2025-06-30T03:06:10.781682+00:00,SPX,index,5348.938626,O:SPXW250925C05390000,C,european,2025-09-25,30,5390.0,100,131.81386,132.164178,131.941693,131.989019,0.350319,26.54,10,281,0.237224,0.483177,0.0010956783,-2.61821986,611.231183,0.0,131.989019,132.094115,131.883923,1,1,1,1,OK,1m,rest
2025-06-29T18:59:10.781682+00:00,PLTR,stock,25.797771,O:PLTR250826C00029000,C,american,2025-08-26,0,29.0,100,0.0,0.003438,0.0,0.0,0.006876,68.76,52,2480,0.524903,1.1e-05,6.96456e-05,-1.752e-05,6.7e-05,0.0,0.0,0.002063,0.0,1,1,1,1,OK,1m,flatfile
2025-06-29T07:22:10.781682+00:00,XSP,index,528.778261,O:XSP251010P00533500,P,european,2025-10-10,45,533.5,100,21.535613,21.876735,21.664335,21.706174,0.341122,157.15,55,509,0.273094,-0.502471,0.0078678403,-0.20113316,74.068774,4.721739,16.984435,21.80851,21.603837,1,1,1,1,OK,5m,flatfile
2025-07-02T15:09:10.781682+00:00,AMD,stock,205.915143,O:AMD250902P00195000,P,american,2025-09-02,7,195.0,100,1.033304,1.089814,1.074927,1.061559,0.05651,532.33,97,332,0.418846,-0.164061,0.0207065679,-0.20812989,7.052517,0.0,1.061559,1.078512,1.044606,1,1,1,1,OK,1m,rest
2025-07-02T02:44:10.781682+00:00,USO,etf,75.274517,O:USO250916C00078000,C,american,2025-09-16,21,78.0,100,0.440827,0.476152,0.462847,0.45849,0.035325,770.47,0,183,0.188861,0.234415,0.0899939545,-0.02632824,5.540862,0.0,0.45849,0.469087,0.447892,1,1,1,0,OK,1m,rest
2025-06-29T17:32:10.781682+00:00,UNH,stock,511.946016,O:UNH250828P00490000,P,american,2025-08-28,2,490.0,100,1.469872,1.680414,1.521307,1.575143,0.210542,1336.65,167,270,0.562334,-0.140668,0.0104784201,-1.18357884,8.462055,0.0,1.575143,1.638305,1.51198,1,1,1,1,OK,1m,flatfile
2025-06-28T19:16:10.781682+00:00,SOFI,stock,8.053132,O:SOFI250902P00012500,P,american,2025-09-02,7,12.5,100,4.423958,4.455185,4.438548,4.439571,0.031228,70.34,64,191,0.468741,-1.0,1e-10,0.00102681,0.0,4.446868,0.0,4.44894,4.430203,1,1,1,1,OK,1m,flatfile
2025-07-01T17:32:10.781682+00:00,VIX,index,15.024954,O:VIX250826P00013500,P,european,2025-08-26,0,13.5,100,0.0,0.005642,0.002224,0.000697,0.00989,141930.91,29,843,0.244834,-0.0,0.0,-0.0,0.0,0.0,0.000697,0.003664,0.0,1,1,1,1,OK,1m,rest
2025-07-04T12:12:10.781682+00:00,NVDA,stock,120.337112,O:NVDA250827P00125000,P,american,2025-08-27,1,125.0,100,4.699332,4.743565,4.716553,4.721449,0.044233,93.69,160,1548,0.454803,-0.943132,0.0398691669,-0.15387468,0.719393,4.662888,0.058561,4.734719,4.708179,1,1,1,1,OK,1m,rest
2025-06-29T21:42:10.781682+00:00,PLTR,stock,25.215446,O:PLTR260523C00025500,C,american,2026-05-23,270,25.5,100,4.247948,4.259155,4.251688,4.253552,0.011208,26.35,72,629,0.481613,0.59235,0.0371672532,-0.00838678,8.419052,0.0,4.253552,4.256914,4.250189,1,1,1,1,OK,5m,flatfile
2025-07-02T01:12:10.781682+00:00,UNH,stock,503.731439,O:UNH260523P00470000,P,american,2026-05-23,270,470.0,100,56.073658,56.341327,56.260168,56.207493,0.26767,47.62,11,237,0.464402,-0.334035,0.0018086531,-0.11713869,157.658789,0.0,56.207493,56.287793,56.127192,1,1,1,1,OK,1m,rest
2025-06-29T12:38:10.781682+00:00,XSP,index,558.443178,O:XSP250925P00555000,P,european,2025-09-25,30,555.0,100,12.573422,12.844372,12.762743,12.708897,0.27095,213.2,221,858,0.235456,-0.435692,0.0104451749,-0.22634182,63.039298,0.0,12.708897,12.790182,12.627612,1,1,1,1,OK,1m,rest
2025-06-29T19:17:10.781682+00:00,VIX,index,14.866028,O:VIX250826C00013000,C,european,2025-08-26,0,13.0,100,1.860561,1.872188,1.863331,1.866374,0.011627,62.3,68,218,0.231387,1.0,0.0,-0.00106841,0.0,1.866028,0.000346,1.869862,1.862886,1,1,1,1,OK,1m,rest
2025-07-01T15:56:10.781682+00:00,XSP,index,555.817036,O:XSP250909P00555000,P,european,2025-09-09,14,555.0,100,10.886068,11.140352,10.903583,11.01321,0.254284,230.89,25,237,0.270929,-0.469733,0.0134881858,-0.3966242,43.301927,0.0,11.01321,11.089495,10.936925,1,1,1,1,OK,5m,rest
2025-06-28T07:58:10.781682+00:00,SPY,etf,530.07186,O:SPY260222P00525000,P,american,2026-02-22,180,525.0,100,31.192171,31.399816,31.256877,31.295994,0.207645,66.35,123,351,0.254853,-0.410651,0.0040993794,-0.08201764,144.762594,0.0,31.295994,31.358287,31.2337,1,1,1,1,OK,1m,flatfile
2025-07-02T07:16:10.781682+00:00,GOOGL,stock,188.790018,O:GOOGL250829C00180000,C,american,2025-08-29,3,180.0,100,9.210895,9.2611,9.221717,9.235997,0.050205,54.36,62,850,0.436479,0.89082,0.0250351426,-0.24593317,3.201106,8.790018,0.445979,9.251059,9.220936,1,1,1,1,OK,1m,flatfile
2025-06-28T22:11:10.781682+00:00,GOOGL,stock,183.218993,O:GOOGL250925P00183000,P,american,2025-09-25,30,183.0,100,10.521531,10.585918,10.549272,10.553725,0.064387,61.01,71,268,0.520947,-0.460493,0.0145076015,-0.17324854,20.852503,0.0,10.553725,10.573041,10.534408,1,1,1,1,OK,1m,rest
2025-06-28T15:37:10.781682+00:00,USO,etf,74.883529,O:USO250909P00074500,P,american,2025-09-09,14,74.5,100,1.610203,1.661654,1.648764,1.635928,0.051451,314.51,5,27,0.32003,-0.447641,0.0842661383,-0.06340563,5.80032,0.0,1.635928,1.651363,1.620493,1,1,1,1,OK,1m,flatfile
2025-07-03T19:39:10.781682+00:00,XSP,index,527.499049,O:XSP250831C00530500,C,european,2025-08-31,5,530.5,100,2.53918,2.839875,2.603745,2.689528,0.300695,1118.02,147,243,0.158244,0.391717,0.0393205726,-0.39207671,23.717396,0.0,2.689528,2.779736,2.599319,1,1,1,1,OK,1m,flatfile
2025-07-02T02:56:10.781682+00:00,SPX,index,5840.783848,O:SPXW250909P05795000,P,european,2025-09-09,14,5795.0,100,92.554615,92.784043,92.701178,92.669329,0.229429,24.76,135,537,0.257642,-0.419179,0.0013257698,-3.90379665,446.953659,0.0,92.669329,92.738158,92.600501,1,1,1,1,OK,5m,flatfile
2025-06-28T21:31:10.781682+00:00,SOFI,stock,8.128174,O:SOFI260826P00010500,P,american,2026-08-26,365,10.5,100,3.025637,3.043283,3.04128,3.03446,0.017646,58.15,217,883,0.505583,-0.577027,0.0952636435,-0.00156899,3.182041,2.371826,0.662634,3.039754,3.029166,1,1,1,1,OK,5m,rest
2025-07-04T07:46:10.781682+00:00,GLD,etf,190.105741,O:GLD250828C00192000,C,american,2025-08-28,2,192.0,100,1.019694,1.076965,1.045884,1.04833,0.057271,546.31,2,268,0.323735,0.346457,0.0810015927,-0.42560814,5.192903,0.0,1.04833,1.065511,1.031148,1,1,1,1,OK,1m,flatfile
2025-07-02T05:05:10.781682+00:00,SPY,etf,557.891852,O:SPY251010C00559000,C,american,2025-10-10,45,559.0,100,18.863153,19.183556,19.071323,19.023354,0.320402,168.43,95,95,0.23768,0.524826,0.0085519479,-0.22848262,77.997007,0.0,19.023354,19.119475,18.927234,1,1,1,1,OK,1m,rest
2025-06-30T10:17:10.781682+00:00,SPY,etf,556.946928,O:SPY250828P00555000,P,american,2025-08-28,2,555.0,100,3.423426,3.736441,3.593217,3.579934,0.313015,874.36,83,890,0.276083,-0.424806,0.0344255984,-1.09523202,16.154193,0.0,3.579934,3.673838,3.486029,1,1,1,1,OK,5m,flatfile
2025-06-30T20:09:10.781682+00:00,SOFI,stock,7.960954,O:SOFI251010P00005000,P,american,2025-10-10,45,5.0,100,0.0,0.004654,0.002108,0.0,0.009308,93.08,10,265,0.333736,-2.5e-05,0.0001129815,-1.08e-06,0.000295,0.0,0.0,0.002792,0.0,1,1,1,1,OK,1m,rest
2025-06-28T07:03:10.781682+00:00,XSP,index,525.23301,O:XSP251124C00524000,C,european,2025-11-24,90,524.0,100,27.071884,27.30612,27.121222,27.189002,0.234236,86.15,118,400,0.237269,0.556319,0.0063824319,-0.15756573,103.010225,1.23301,25.955992,27.259273,27.118731,1,1,1,1,OK,5m,flatfile
2025-06-28T03:44:10.781682+00:00,XSP,index,534.085015,O:XSP250902P00531500,P,european,2025-09-02,7,531.5,100,6.997511,7.269944,7.158426,7.133728,0.272433,381.89,179,179,0.289584,-0.43826,0.0184025947,-0.58318784,29.152804,0.0,7.133728,7.215458,7.051998,1,1,1,1,OK,5m,flatfile
2025-06-29T20:29:10.781682+00:00,NVDA,stock,117.174437,O:NVDA250916C00125000,C,american,2025-09-16,21,125.0,100,2.026148,2.074803,2.0399,2.050475,0.048655,237.29,15,356,0.428502,0.28746,0.028305098,-0.10034878,9.580969,0.0,2.050475,2.065072,2.035879,1,1,1,1,OK,5m,flatfile
2025-07-03T00:52:10.781682+00:00,AMD,stock,203.993437,O:AMD250826P00206000,P,american,2025-08-26,0,206.0,100,3.039871,3.097568,3.077186,3.068719,0.057697,188.02,61,1339,0.446638,-0.656707,0.0771137208,-0.86564225,3.926693,2.006563,1.062156,3.086028,3.05141,1,1,1,1,OK,5m,flatfile
2025-07-02T04:53:10.781682+00:00,PLTR,stock,24.587519,O:PLTR250902C00026000,C,american,2025-09-02,7,26.0,100,0.28271,0.295818,0.287737,0.289264,0.013108,453.15,54,904,0.573967,0.255991,0.1646376519,-0.04541044,1.095597,0.0,0.289264,0.293196,0.285331,1,1,1,1,OK,1m,rest
2025-07-03T23:57:10.781682+00:00,GLD,etf,202.087219,O:GLD250827P00202500,P,american,2025-08-27,1,202.5,100,1.438142,1.494103,1.45848,1.466122,0.055961,381.69,12,76,0.297316,-0.546989,0.125971729,-0.61375993,4.190598,0.412781,1.053341,1.482911,1.449334,1,1,1,1,OK,5m,flatfile
2025-07-02T16:58:10.781682+00:00,PLTR,stock,26.608477,O:PLTR251124C00025000,C,american,2025-11-24,90,25.0,100,3.491054,3.505298,3.50391,3.498176,0.014243,40.72,64,795,0.492108,0.658225,0.0564643777,-0.01441418,4.850924,1.608477,1.889699,3.502449,3.493903,1,1,1,1,OK,1m,flatfile
2025-07-02T18:37:10.781682+00:00,GOOGL,stock,177.96296,O:GOOGL250916C00179000,C,american,2025-09-16,21,179.0,100,8.502549,8.546033,8.519132,8.524291,0.043483,51.01,34,138,0.520781,0.511871,0.0179378124,-0.21785201,17.021999,0.0,8.524291,8.537336,8.511246,1,1,1,1,OK,1m,rest
2025-07-02T22:06:10.781682+00:00,AMD,stock,207.802138,O:AMD260523C00207000,C,american,2026-05-23,270,207.0,100,49.101564,49.181019,49.145975,49.141291,0.079456,16.17,73,443,0.668586,0.63037,0.0031587268,-0.09025043,67.45905,0.802138,48.339154,49.165128,49.117455,1,1,1,1,OK,5m,flatfile
2025-07-02T13:03:10.781682+00:00,UNH,stock,498.647984,O:UNH250925P00517500,P,american,2025-09-25,30,517.5,100,42.979872,43.160173,43.087407,43.070022,0.180302,41.86,52,848,0.579121,-0.549993,0.0047808467,-0.52006235,56.583567,18.852016,24.218007,43.124113,43.015932,1,1,1,1,OK,1m,rest
2025-06-30T07:30:10.781682+00:00,SPY,etf,528.64819,O:SPY250925C00531000,C,american,2025-09-25,30,531.0,100,10.777972,11.011523,10.941732,10.894747,0.233551,214.37,7,932,0.188371,0.496197,0.0139731818,-0.21048191,60.460436,0.0,10.894747,10.964813,10.824682,1,1,1,1,OK,5m,flatfile
2025-07-01T00:51:10.781682+00:00,GLD,etf,193.925971,O:GLD250902P00192500,P,american,2025-09-02,7,192.5,100,2.338008,2.402204,2.366441,2.370106,0.064196,270.86,214,559,0.288136,-0.413197,0.0503300607,-0.20848413,10.459302,0.0,2.370106,2.389365,2.350848,1,1,1,1,OK,5m,flatfile
2025-07-02T15:30:10.781682+00:00,GLD,etf,200.081197,O:GLD250925P00198000,P,american,2025-09-25,30,198.0,100,3.938759,3.985191,3.975908,3.961975,0.046432,117.19,60,471,0.226445,-0.408461,0.0299012357,-0.07703911,22.27884,0.0,3.961975,3.975904,3.948045,1,1,1,1,OK,5m,flatfile
2025-06-30T19:45:10.781682+00:00,SPY,etf,521.676966,O:SPY251010C00521000,C,american,2025-10-10,45,521.0,100,13.584226,13.750441,13.669106,13.667334,0.166215,121.62,16,594,0.168907,0.545346,0.0128110293,-0.15851765,72.602879,0.676966,12.990367,13.717198,13.617469,1,1,1,1,OK,5m,rest
2025-06-28T07:06:10.781682+00:00,SPY,etf,526.081224,O:SPY251010P00519000,P,american,2025-10-10,45,519.0,100,15.487023,15.760405,15.617147,15.623714,0.273381,174.98,36,218,0.271243,-0.409533,0.0077567015,-0.19736652,71.789439,0.0,15.623714,15.705728,15.5417,1,1,1,1,OK,1m,flatfile
2025-07-02T07:13:10.781682+00:00,GLD,etf,201.056525,O:GLD251010P00201000,P,american,2025-10-10,45,201.0,100,4.136915,4.179712,4.159992,4.158314,0.042797,102.92,237,559,0.161669,-0.460771,0.0347854644,-0.04239035,28.027321,0.0,4.158314,4.171153,4.145475,1,1,1,1,OK,1m,flatfile
2025-07-04T03:24:10.781682+00:00,GLD,etf,195.127307,O:GLD250829P00193000,P,american,2025-08-29,3,193.0,100,0.228133,0.275918,0.251295,0.252026,0.047785,1896.02,35,151,0.140043,-0.186955,0.1084507949,-0.10791644,4.752915,0.0,0.252026,0.266361,0.23769,1,1,1,1,OK,1m,flatfile
2025-07-03T11:59:10.781682+00:00,XSP,index,515.002341,O:XSP250827P00514500,P,european,2025-08-27,1,514.5,100,2.202819,2.51508,2.41472,2.358949,0.312261,1323.73,46,789,0.24189,-0.464183,0.0609360658,-1.27556507,10.7107,0.0,2.358949,2.452628,2.265271,1,1,1,1,OK,1m,rest
2025-07-04T04:38:10.781682+00:00,GLD,etf,191.711107,O:GLD250902C00192500,C,american,2025-09-02,7,192.5,100,2.899089,2.95541,2.931087,2.927249,0.056321,192.4,12,1246,0.306281,0.475263,0.0489671253,-0.23851664,10.571192,0.0,2.927249,2.944146,2.910353,1,1,1,1,OK,1m,flatfile
2025-06-28T07:07:10.781682+00:00,GOOGL,stock,192.292727,O:GOOGL250826P00194000,P,american,2025-08-26,0,194.0,100,2.221448,2.281722,2.254016,2.251585,0.060274,267.69,7,380,0.30228,-0.707318,0.1129932123,-0.51160233,3.460145,1.707273,0.544312,2.269667,2.233503,1,1,1,1,OK,5m,rest
2025-07-04T03:07:10.781682+00:00,AMD,stock,201.054283,O:AMD250826C00199000,C,american,2025-08-26,0,199.0,100,2.949137,3.007885,2.981848,2.978511,0.058748,197.24,11,1022,0.420434,0.684892,0.080300424,-0.7970618,3.738945,2.054283,0.924228,2.996135,2.960887,1,1,1,1,OK,5m,rest
2025-06-28T16:00:10.781682+00:00,SOFI,stock,8.535487,O:SOFI251124C00009500,C,american,2025-11-24,90,9.5,100,0.728334,0.737195,0.734602,0.732764,0.008861,120.92,115,1648,0.63505,0.437081,0.1463702581,-0.00613753,1.669809,0.0,0.732764,0.735422,0.730106,1,1,1,1,OK,1m,rest
2025-07-04T14:20:10.781682+00:00,SPY,etf,535.592009,O:SPY250826P00535000,P,american,2025-08-26,0,535.0,100,3.065937,3.318523,3.198988,3.19223,0.252586,791.25,3,470,0.31104,-0.467674,0.0456012856,-1.71277742,11.147278,0.0,3.19223,3.268006,3.116454,1,1,1,1,OK,1m,rest
2025-07-02T13:23:10.781682+00:00,SPX,index,5471.0112,O:SPXW251010P05465000,P,european,2025-10-10,45,5465.0,100,214.507935,214.74467,214.599099,214.626303,0.236735,11.03,58,468,0.29767,-0.460901,0.0006943129,-2.2976417,762.684631,0.0,214.626303,214.697323,214.555282,1,1,1,1,OK,5m,rest
2025-07-01T08:48:10.781682+00:00,USO,etf,76.524407,O:USO250902P00080000,P,american,2025-09-02,7,80.0,100,3.560422,3.613278,3.5857,3.58685,0.052857,147.36,35,1920,0.262539,-0.882517,0.0708303076,-0.0333181,2.08842,3.475593,0.111257,3.602707,3.570993,1,1,1,1,OK,1m,rest
2025-06-28T07:10:10.781682+00:00,USO,etf,78.863189,O:USO251010P00080000,P,american,2025-10-10,45,80.0,100,4.844239,4.905118,4.878978,4.874678,0.060879,124.89,33,191,0.400566,-0.502049,0.0359663248,-0.04551139,11.046851,1.136811,3.737867,4.892942,4.856415,1,1,1,1,OK,5m,rest
2025-06-30T04:58:10.781682+00:00,USO,etf,74.838394,O:USO250916P00075500,P,american,2025-09-16,21,75.5,100,1.18214,1.224583,1.20944,1.203362,0.042444,352.71,18,1777,0.127137,-0.585808,0.1707448873,-0.01747229,6.995098,0.661606,0.541756,1.216095,1.190628,1,1,1,1,OK,1m,flatfile
2025-06-30T20:29:10.781682+00:00,UNH,stock,520.726091,O:UNH250902C00512500,C,american,2025-09-02,7,512.5,100,20.745495,20.930844,20.87258,20.83817,0.185348,88.95,16,490,0.569164,0.598216,0.0094238102,-1.15784759,27.892517,8.226091,12.612078,20.893774,20.782565,1,1,1,1,OK,1m,flatfile
2025-06-30T23:23:10.781682+00:00,GLD,etf,199.906359,O:GLD250828P00200000,P,american,2025-08-28,2,200.0,100,1.466824,1.508857,1.497844,1.487841,0.042033,282.51,14,211,0.246529,-0.503004,0.109353776,-0.35544586,5.903274,0.093641,1.3942,1.500451,1.475231,1,1,1,1,OK,5m,flatfile
2025-07-03T21:58:10.781682+00:00,AMD,stock,202.597763,O:AMD250916C00191000,C,american,2025-09-16,21,191.0,100,15.886541,15.949254,15.928332,15.917897,0.062714,39.4,10,257,0.461768,0.726806,0.0148212138,-0.18849054,16.162308,11.597763,4.320135,15.936712,15.899083,1,1,1,1,OK,1m,rest
2025-07-03T16:44:10.781682+00:00,SOFI,stock,8.351672,O:SOFI250925P00010000,P,american,2025-09-25,30,10.0,100,1.666149,1.676621,1.670944,1.671385,0.010472,62.65,364,1038,0.454367,-0.902978,0.1577853828,-0.0023553,0.411007,1.648328,0.023057,1.674527,1.668244,1,1,1,1,OK,1m,flatfile
2025-07-03T03:36:10.781682+00:00,SPY,etf,556.445114,O:SPY250902P00553000,P,american,2025-09-02,7,553.0,100,6.671407,6.89745,6.775493,6.784429,0.226043,333.18,195,195,0.278976,-0.422711,0.0182080913,-0.58117159,30.163459,0.0,6.784429,6.852242,6.716616,1,1,1,1,OK,5m,flatfile
2025-06-27T22:47:10.781682+00:00,USO,etf,74.374109,O:USO250826P00077500,P,american,2025-08-26,0,77.5,100,3.096322,3.148927,3.117881,3.122624,0.052605,168.47,25,5703,0.269356,-0.998177,0.0055586123,0.00330233,0.02269,3.125891,0.0,3.138406,3.106843,1,1,1,1,OK,1m,flatfile
2025-07-04T14:02:10.781682+00:00,GOOGL,stock,182.386635,O:GOOGL250909P00184000,P,american,2025-09-09,14,184.0,100,7.475417,7.507685,7.492819,7.491551,0.032268,43.07,132,867,0.473238,-0.514465,0.0235848906,-0.23236154,14.240822,1.613365,5.878187,7.501232,7.481871,1,1,1,1,OK,1m,flatfile
2025-07-02T13:13:10.781682+00:00,AMD,stock,213.378918,O:AMD251025C00204000,C,american,2025-10-25,60,204.0,100,15.116098,15.155959,15.146774,15.136029,0.039861,26.34,5,113,0.26764,0.696352,0.0150981353,-0.07842237,30.243745,9.378918,5.757111,15.147987,15.12407,1,1,1,1,OK,1m,rest
2025-06-28T12:05:10.781682+00:00,USO,etf,74.52879,O:USO250827P00072500,P,american,2025-08-27,1,72.5,100,0.0,0.02256,0.010448,0.004274,0.036571,85566.73,4,125,0.238342,-0.013038,0.0360933767,-0.0155209,0.130913,0.0,0.004274,0.015245,0.0,1,1,1,1,OK,5m,flatfile
2025-06-28T00:38:10.781682+00:00,GLD,etf,191.520951,O:GLD260523P00194500,P,american,2026-05-23,270,194.5,100,14.190537,14.245641,14.221525,14.218089,0.055104,38.76,10,1985,0.227087,-0.447393,0.0105722838,-0.01918358,65.142413,2.979049,11.239039,14.23462,14.201557,1,1,1,1,OK,5m,flatfile
2025-07-01T13:11:10.781682+00:00,USO,etf,74.252337,O:USO250828C00075000,C,american,2025-08-28,2,75.0,100,0.177358,0.224961,0.210104,0.201159,0.047603,2366.42,93,93,0.217011,0.272449,0.2784559956,-0.10068824,1.82556,0.0,0.201159,0.21544,0.186878,1,1,1,1,OK,1m,flatfile
2025-07-01T23:05:10.781682+00:00,AMD,stock,202.530824,O:AMD250909C00196000,C,american,2025-09-09,14,196.0,100,12.623918,12.670664,12.64361,12.647291,0.046746,36.96,35,333,0.570002,0.64048,0.0165395259,-0.31157229,14.832589,6.530824,6.116468,12.661315,12.633267,1,1,1,1,OK,1m,rest
2025-06-30T00:07:10.781682+00:00,AMD,stock,203.633591,O:AMD250902C00200000,C,american,2025-09-02,7,200.0,100,6.920694,6.972738,6.941109,6.946716,0.052044,74.92,31,494,0.434505,0.632646,0.0307416864,-0.33969823,10.622494,3.633591,3.313125,6.962329,6.931103,1,1,1,1,OK,1m,flatfile
2025-06-28T00:49:10.781682+00:00,UNH,stock,532.677341,O:UNH250829C00545000,C,american,2025-08-29,3,545.0,100,7.546143,7.671143,7.581397,7.608643,0.125,164.29,135,1282,0.656432,0.363022,0.0118353602,-1.99755813,18.118755,0.0,7.608643,7.646143,7.571143,1,1,1,1,OK,1m,rest
2025-07-03T13:40:10.781682+00:00,GOOGL,stock,185.719612,O:GOOGL260222P00182000,P,american,2026-02-22,180,182.0,100,12.701182,12.772142,12.729889,12.736662,0.07096,55.71,166,166,0.308285,-0.393567,0.0095670142,-0.03590594,50.167629,0.0,12.736662,12.75795,12.715374,1,1,1,1,OK,1m,flatfile
2025-06-29T08:05:10.781682+00:00,GOOGL,stock,188.508017,O:GOOGL250828C00186000,C,american,2025-08-28,2,186.0,100,4.198379,4.254781,4.212468,4.22658,0.056401,133.44,121,643,0.502677,0.649132,0.0528534327,-0.65982171,5.173197,2.508017,1.718563,4.2435,4.209659,1,1,1,1,OK,1m,rest
